525	1 2 3 9	7.4	96.3%	7.94	3.1
526	3 3 5 5	7.4	89.5%	7.65	3.11
527	4 4 7 9	7.4	93.3%	7.83	3.35
528	9 10 10 13	7.4	95.1%	7.85	3.03
529	1 7 9 9	7.41	94.6%	7.89	3.19
530	3 3 10 13	7.41	89.4%	7.67	3.43
531	3 7 9 10	7.41	92.1%	7.99	3.44
532	1 4 5 5	7.42	95.9%	7.86	2.67
533	2 2 6 6	7.42	95.8%	7.93	3
534	3 5 5 7	7.42	89.9%	7.65	3.08
535	5 10 13 13	7.42	92.6%	7.86	2.74
536	1 2 3 7	7.43	96.1%	8.11	3.16
537	3 4 4 7	7.44	90.4%	7.85	3.37
538	3 5 6 12	7.44	93.4%	7.94	3.16
539	6 7 11 13	7.44	90%	7.81	3.39
540	3 6 10 12	7.45	93%	8	3.42
541	2 10 10 13	7.46	90%	7.61	2.84
542	4 7 9 9	7.47	86.6%	7.61	3.19
543	1 2 2 4	7.48	95.5%	7.8	2.43
544	1 2 4 13	7.48	93.6%	7.82	2.88
545	2 4 4 13	7.48	85.6%	7.64	3.36
546	2 7 8 8	7.49	92.6%	7.92	3.06
547	2 2 7 8	7.5	93.5%	7.84	2.96
548	2 8 12 13	7.5	89.6%	7.78	3.5
549	4 4 8 8	7.5	95.5%	8.09	3.2
550	2 4 4 11	7.51	84.5%	7.56	3.34
551	2 6 6 11	7.51	83.2%	7.33	3.1
552	2 4 5 13	7.52	94.7%	8.08	3.22
553	1 2 12 13	7.53	95.9%	8.23	3.3
554	3 4 9 12	7.54	94.6%	7.97	3.06
555	1 6 9 13	7.55	90.6%	7.95	3.85
556	2 2 4 10	7.55	94.1%	7.96	2.9
557	2 3 4 12	7.55	94.2%	8.06	3.28
558	2 6 8 11	7.55	93.3%	7.99	3.34
559	3 9 12 12	7.55	90.8%	8.12	3.46
560	1 3 8 12	7.56	96.6%	8.08	2.87
561	3 4 4 12	7.56	90.4%	7.86	3.25
562	5 6 10 10	7.56	87%	7.92	3.69
563	2 3 5 6	7.57	95%	7.98	2.91
564	1 9 11 11	7.58	89.7%	7.72	2.97
565	2 6 11 13	7.58	89.7%	7.72	3.21
566	9 11 13 13	7.58	92%	8.09	3.2
567	1 2 9 12	7.59	92.5%	8.22	3.75
568	1 4 9 12	7.59	95.9%	8.27	3.35
569	1 4 10 11	7.59	95%	8.05	3.12
570	4 8 10 11	7.59	90.4%	7.92	3.44
571	3 6 12 12	7.6	93.1%	8.19	3.46
572	4 4 4 5	7.62	84.9%	7.64	3.63
573	6 6 7 10	7.62	84.4%	7.77	4.03
574	3 3 4 12	7.63	95.1%	8.28	3.17
575	5 6 7 8	7.63	93.6%	8.17	3.08
576	3 3 8 9	7.64	89%	8.09	3.73
577	4 5 7 8	7.64	95.7%	8.15	3.14
578	6 6 9 12	7.64	92.9%	8.04	3.26
579	3 4 4 9	7.65	91%	8.18	3.28
580	4 7 9 10	7.65	90.5%	8.12	3.62
581	1 5 6 10	7.66	91.5%	8.05	3.23
582	3 5 8 11	7.66	89.8%	7.97	3.4
583	6 6 10 12	7.66	93.7%	8.08	3.03
584	8 11 12 12	7.66	77.9%	7.17	3.49
585	8 9 11 13	7.67	90.5%	8.09	3.69
586	2 2 2 10	7.68	94.3%	8.13	3.33
587	3 6 6 9	7.68	96.1%	8.14	2.9
588	2 5 5 11	7.69	83.1%	7.57	3.31
589	3 3 4 7	7.69	90.4%	8.17	3.49
590	5 6 6 6	7.7	87.8%	7.83	3.36
591	1 2 2 5	7.71	94.3%	7.98	2.81
592	2 6 8 10	7.71	93.3%	8.22	3.44
593	1 3 5 11	7.74	93.2%	8.06	2.82
594	3 6 10 10	7.74	85.4%	7.73	3.59
595	5 8 8 9	7.74	87.2%	7.99	3.87
596	1 4 4 9	7.75	94.2%	8.15	3.29
597	3 4 7 9	7.75	93.2%	8.25	3.7
598	4 5 10 11	7.75	88%	8.18	4.08
599	1 2 6 9	7.76	94.3%	8.29	3.54
600	1 2 4 11	7.77	92%	8.04	2.81
601	1 4 4 10	7.77	92%	8	3.4
602	2 7 7 11	7.77	86.7%	7.83	3.62
603	2 2 9 11	7.78	91.4%	8.1	3.24
604	1 4 8 11	7.79	95.6%	8.24	2.84
605	3 4 12 13	7.79	93.2%	8.4	3.68
606	3 6 7 9	7.79	93%	8.25	3.42
607	3 9 10 10	7.79	84.9%	7.65	3.38
608	3 12 12 12	7.79	91.1%	8.15	3.42
609	3 7 12 12	7.8	91.5%	8.19	3.39
610	5 6 10 11	7.8	90.4%	8.17	3.53
611	2 2 6 12	7.81	94.2%	8.39	3.43
612	2 4 6 10	7.81	94.1%	8.23	3.32
613	2 5 6 13	7.81	91.7%	8.34	3.57
614	10 12 13 13	7.82	94.2%	8.27	2.92
615	2 2 4 8	7.83	95.8%	8.36	3.07
616	3 12 12 13	7.83	92.6%	8.23	3.23
617	4 5 8 9	7.83	89%	8.2	3.92
618	4 8 9 10	7.83	89%	8.03	3.27
619	6 7 8 10	7.83	91.7%	8.34	3.54
620	3 4 5 5	7.85	93.9%	8.5	3.61
621	8 10 13 13	7.85	92.5%	8.24	3.31
622	2 3 3 6	7.86	96.2%	8.36	2.91
623	5 8 8 13	7.86	92.4%	8.23	3.6
624	1 3 12 12	7.88	85.8%	8.27	4.45
625	2 3 5 11	7.88	94.8%	8.38	3.27
626	3 9 12 13	7.88	89.8%	8.34	3.86
627	4 10 12 12	7.88	92.1%	8.36	3.29
628	3 5 8 8	7.89	92.2%	8.37	3.77
629	10 11 12 13	7.89	95.9%	8.56	3.48
630	2 7 8 11	7.9	94.8%	8.48	3.54
631	3 4 10 12	7.9	92.5%	8.28	3.45
632	7 8 11 13	7.9	90%	8.45	3.85
633	1 2 5 9	7.91	95.1%	8.43	3.06
634	1 4 6 11	7.91	92.7%	8.22	3.19
635	2 2 3 3	7.92	93.2%	8.25	3.24
636	8 10 10 12	7.93	94.3%	8.43	3.36
637	4 6 8 9	7.94	93.2%	8.34	3.37
638	4 4 6 12	7.95	93.8%	8.64	3.76
639	1 1 7 10	7.96	85.1%	8.03	4.21
640	1 3 6 9	7.96	93.2%	8.44	3.17
641	1 5 9 10	7.97	93.4%	8.51	3.76
642	2 2 3 7	7.97	88.4%	8.39	3.8
643	2 5 6 7	7.97	92.4%	8.44	3.6
644	3 7 10 11	7.97	90.5%	8.23	3.36
645	2 8 8 9	8	90.4%	8.29	3.3
646	2 7 11 12	8.01	91.7%	8.39	3.41
647	2 8 9 13	8.01	90.1%	8.29	3.52
648	4 8 8 9	8.01	92.4%	8.26	3.03
649	5 5 8 8	8.01	84.9%	8.22	3.71
650	2 3 4 8	8.02	92.6%	8.71	3.97
651	4 4 10 12	8.02	90.8%	8.45	3.89
652	1 4 5 11	8.03	90.9%	8.31	3.85
653	2 4 8 8	8.04	93.8%	8.71	4.09
654	2 4 8 12	8.04	93.8%	8.84	4.2
655	1 3 4 13	8.05	94.2%	8.65	3.64
656	2 4 9 13	8.05	93.6%	8.41	3.5
657	3 6 9 10	8.05	92.5%	8.39	3.51
658	3 7 8 12	8.05	95%	8.56	3.21
659	4 5 9 10	8.05	90.7%	8.37	3.58
660	3 4 9 11	8.06	89.9%	8.33	4
661	4 7 9 12	8.06	94.9%	8.57	3.27
662	1 4 9 11	8.07	94.4%	8.72	3.67
663	2 7 9 10	8.07	94%	8.46	3.17
664	2 4 8 11	8.08	92.8%	8.43	3.6
665	4 6 8 12	8.08	94.3%	8.7	3.46
666	3 5 6 6	8.09	92.2%	8.58	3.52
667	5 8 11 13	8.09	88.9%	8.25	3.33
668	6 8 8 10	8.09	91.1%	8.54	3.96
669	9 10 12 13	8.1	93.5%	8.71	3.57
670	5 5 8 9	8.12	89.6%	8.6	3.9
671	1 5 5 13	8.13	93.4%	8.34	3.2
672	2 2 6 10	8.13	95.2%	8.56	2.98
673	1 8 11 13	8.15	88.1%	8.23	3.51
674	2 2 4 11	8.16	91.7%	8.55	3.66
675	3 4 5 10	8.17	90.3%	8.54	3.94
676	5 8 9 11	8.17	90.1%	8.4	3.62
677	1 3 6 13	8.18	92.1%	8.44	3.18
678	2 8 9 10	8.18	89%	8.39	3.8
679	1 6 11 12	8.19	89%	8.2	2.94
680	4 4 4 9	8.19	88.5%	8.34	3.9
681	2 5 10 11	8.21	94.2%	8.79	3.5
682	3 4 7 10	8.21	93.4%	8.48	3.4
683	5 6 9 10	8.21	91%	8.7	3.77
684	6 6 7 9	8.21	90.8%	8.57	3.67
685	4 4 7 12	8.22	89.5%	8.68	4.11
686	5 7 8 8	8.22	83.2%	8.33	4.62
687	1 3 4 9	8.23	94.6%	8.72	3.77
688	1 2 8 9	8.24	93.4%	8.8	3.37
689	4 4 8 11	8.24	87.1%	8.24	3.62
690	6 8 8 11	8.24	87.9%	8.53	3.83
691	2 9 10 11	8.25	88.7%	8.24	3.28
692	2 4 4 4	8.26	94.6%	8.72	3.17
693	4 4 6 11	8.26	86.5%	8.39	4.31
694	1 6 12 13	8.27	89.6%	8.38	3.22
695	4 7 8 9	8.27	92.2%	8.67	3.59
696	2 4 7 10	8.29	91.2%	8.6	3.8
697	6 6 8 9	8.29	90.5%	8.61	3.42
698	2 2 3 13	8.3	88%	8.45	3.55
699	2 8 8 11	8.3	84.3%	8.05	3.42
700	3 3 7 11	8.3	92.3%	8.62	3.55
701	6 8 10 13	8.3	87%	8.36	3.59
702	1 2 2 7	8.32	91.8%	8.7	3.36
703	6 6 8 11	8.32	83%	8.14	4.19
704	2 9 12 13	8.34	90.7%	8.76	3.8
705	1 2 6 13	8.35	90.9%	8.85	3.9
706	2 9 10 13	8.35	90.3%	8.96	4.02
707	7 8 8 11	8.35	80.6%	8.06	4.46
708	1 3 4 10	8.36	93%	8.66	3.32
709	2 3 3 7	8.36	92%	8.79	3.67
710	6 6 9 11	8.36	89.1%	8.77	3.96
711	4 4 4 11	8.37	86%	8.61	4.51
712	3 3 8 12	8.38	91.7%	8.91	3.82
713	3 6 8 9	8.38	93.8%	8.77	3.15
714	1 6 10 13	8.39	87.6%	8.58	4.05
715	1 11 13 13	8.39	91.6%	8.76	3.69
716	1 2 7 8	8.4	94.4%	8.93	3.5
717	1 4 9 10	8.4	93.3%	8.82	3.63
718	2 10 11 13	8.4	89.5%	8.49	3.39
719	1 4 6 7	8.41	87.5%	8.69	4.43
720	5 6 10 13	8.42	91.5%	9.08	4.23
721	4 4 9 11	8.43	82.7%	8.13	4.34
722	4 5 9 13	8.43	89.3%	9.19	4.67
723	2 8 11 12	8.45	88.4%	8.72	4.13
724	3 11 12 12	8.45	90.9%	8.7	3.28
725	4 5 6 7	8.45	90.7%	8.9	3.8
726	2 4 6 6	8.47	94.2%	9.2	3.95
727	2 3 10 13	8.48	93.5%	8.96	3.91
728	2 6 6 10	8.48	94.2%	8.95	3.57
729	3 6 7 12	8.49	90.1%	8.76	3.72
730	2 4 6 9	8.51	92%	9	4.16
731	2 4 9 9	8.51	90%	8.66	3.81
732	2 2 4 13	8.53	91%	9.02	4.13
733	4 5 8 12	8.53	93.3%	9.06	3.7
734	4 6 10 12	8.53	93.9%	9.1	3.87
735	3 7 7 13	8.54	93.4%	8.83	3.14
736	6 8 9 13	8.54	93.8%	9.2	3.91
737	1 2 3 11	8.55	95.8%	8.95	3.38
738	1 2 9 13	8.55	93.5%	9.17	4.16
739	1 3 9 13	8.55	93.6%	9.17	4.1
740	2 4 7 11	8.55	92.6%	8.9	3.76
741	6 6 8 10	8.55	90.2%	8.8	3.89
742	1 2 3 3	8.56	95.5%	8.89	2.96
743	1 2 5 13	8.56	94.4%	9.09	3.65
744	2 9 11 11	8.56	89.4%	8.99	3.99
745	2 2 8 10	8.57	94.3%	9.13	3.21
746	1 3 4 7	8.58	95%	9.36	3.75
747	3 9 9 10	8.59	86.9%	8.71	3.76
748	2 8 9 11	8.6	90.8%	9.05	3.72
749	3 7 10 13	8.6	88.4%	9.11	4.57
750	4 4 8 10	8.62	91.5%	8.96	4.25
751	6 6 8 13	8.62	84.1%	8.58	4.19
752	2 3 7 11	8.63	91.8%	9.03	4.17
753	4 8 9 11	8.64	93%	9.13	3.86
754	5 5 9 10	8.64	87%	9.01	4.25
755	6 8 12 12	8.64	91.6%	9.36	4.13
756	1 3 8 8	8.65	86.6%	8.92	4.5
757	2 3 5 9	8.65	92.1%	9.21	4.25
758	2 4 10 13	8.65	88.9%	9.04	4.44
759	1 2 6 11	8.66	90.3%	9.12	4.2
760	2 6 7 8	8.66	89.6%	8.89	3.84
761	3 4 7 7	8.68	94%	9.31	3.73
762	4 12 12 12	8.68	86%	9.04	4.65
763	4 11 12 13	8.69	91.2%	9.14	3.88
764	2 2 5 6	8.73	88.7%	9.05	4.27
765	4 8 8 12	8.73	94.5%	9.3	3.8
766	9 10 11 13	8.73	89.9%	8.99	3.75
767	2 5 7 10	8.74	92.3%	9.14	3.71
768	3 10 11 12	8.74	89.5%	8.95	3.65
769	1 4 5 10	8.76	91.3%	8.95	3.58
770	4 5 8 8	8.76	86.5%	8.75	3.98
771	4 4 8 13	8.77	86.8%	8.72	4.18
772	5 6 6 10	8.77	89.1%	9.01	3.85
773	1 2 4 5	8.79	90.6%	9.21	4.15
774	2 3 4 13	8.79	90.9%	9.16	3.9
775	1 1 3 10	8.8	88%	8.82	3.84
776	3 4 4 5	8.8	91.2%	9.11	3.95
777	3 5 9 12	8.8	90%	9.08	4
778	2 5 8 13	8.81	93%	9.34	3.9
779	6 6 6 12	8.81	89.5%	9.09	4.43
780	4 4 5 10	8.82	86.6%	8.92	4.53
781	1 3 3 10	8.84	89.8%	8.97	4.04
782	3 9 10 12	8.84	90.1%	9.09	3.58
783	7 8 10 13	8.84	92.1%	9.34	4.06
784	2 2 5 7	8.86	88.9%	8.95	3.65
785	3 5 6 9	8.86	92.5%	9.26	3.62
786	1 2 4 9	8.87	90.9%	9.2	3.86
787	1 4 6 9	8.87	86.3%	8.73	3.95
788	1 5 5 9	8.87	88.7%	9.02	3.67
789	3 4 7 11	8.87	87.3%	8.93	4.48
790	8 8 9 13	8.87	81.4%	8.51	4.63
791	3 6 12 13	8.88	86.5%	8.88	4.32
792	1 3 5 10	8.89	93.3%	9.39	3.67
793	2 10 11 11	8.9	86.5%	8.95	3.9
794	4 5 5 9	8.9	91.4%	9.23	3.82
795	6 8 11 13	8.91	86.5%	9.3	4.45
796	5 5 6 7	8.92	90.8%	9.35	3.99
797	2 3 9 9	8.93	90.5%	9.28	3.91
798	2 11 12 13	8.93	90%	9.34	3.95
799	2 2 3 6	8.95	91.8%	9.24	3.96
800	2 3 4 11	8.96	88.8%	9.18	4.04
801	3 5 6 7	8.97	89.6%	9.04	3.8
802	4 7 10 10	8.97	84%	8.72	4.07
803	2 5 8 9	8.99	92.6%	9.34	3.67
804	1 5 9 11	9	93%	9.47	3.91
805	5 10 10 12	9	86.8%	8.99	3.54
806	7 12 12 13	9	82.5%	8.81	4.1
807	1 5 6 8	9.03	90.1%	9.11	3.85
808	2 2 3 11	9.03	86.5%	9.09	4.12
809	3 5 5 9	9.04	83.4%	8.8	3.99
810	1 3 5 7	9.05	89.9%	9.33	4.04
811	2 3 6 10	9.05	92.3%	9.25	3.7
812	1 5 10 13	9.06	88.8%	9.07	3.36
813	2 2 5 11	9.06	87.5%	9.37	4.4
814	4 7 7 11	9.07	87.6%	9.39	4.47
815	5 11 12 12	9.07	83%	8.85	4.07
816	8 8 8 13	9.08	84.9%	9.06	4.2
817	3 3 6 11	9.11	90.3%	9.56	4.37
818	3 4 5 9	9.11	85.1%	9.06	4.39
819	1 2 7 9	9.13	93.4%	9.63	3.78
820	2 3 8 12	9.13	93.3%	9.6	3.71
821	5 7 8 9	9.13	88.9%	9.43	4.15
822	1 1 4 10	9.14	85.7%	9.06	4.98
823	3 7 8 9	9.14	87.1%	9.16	3.78
824	1 7 12 12	9.16	80.8%	8.68	4.27
825	1 9 11 13	9.18	87.9%	9.38	3.95
826	2 8 8 10	9.18	92.8%	9.39	3.75
827	3 3 3 9	9.18	84.7%	9.23	4.65
828	5 6 7 12	9.18	84.8%	9.1	4.25
829	3 4 6 10	9.19	89.9%	9.74	4.67
830	2 2 6 8	9.21	95.5%	9.65	3.58
831	2 3 4 4	9.21	93.8%	9.57	3.5
832	3 7 7 10	9.22	89.1%	9.52	4.23
833	4 5 10 13	9.26	91.1%	9.68	4.35
834	5 8 9 12	9.26	92.2%	9.7	3.87
835	2 3 3 9	9.27	93.1%	9.63	3.72
836	2 7 9 13	9.27	87.4%	9.62	4.73
837	3 3 4 9	9.3	92.2%	9.63	3.74
838	3 4 6 12	9.3	93.3%	9.81	4.01
839	2 4 4 7	9.31	89.4%	9.54	4.29
840	2 5 6 10	9.31	88.2%	9.41	4.37
841	2 3 6 11	9.32	90.4%	9.71	4.29
842	4 5 5 7	9.32	82.5%	9.02	4.21
843	4 5 7 12	9.32	87.7%	9.29	3.88
844	3 9 11 12	9.33	90%	9.71	4.31
845	3 8 9 12	9.34	90.2%	9.81	4.4
846	6 6 6 8	9.35	91.3%	9.68	4.16
847	4 5 7 11	9.36	87.5%	9.63	4.9
848	5 9 9 11	9.36	89.3%	9.56	3.82
849	1 6 9 10	9.39	91.9%	9.64	3.71
850	2 4 5 9	9.39	86.6%	9.47	4.59
851	4 7 11 12	9.39	86.5%	9.54	4.63
852	6 6 8 12	9.42	90.8%	9.79	4.16
853	2 2 4 9	9.45	90.6%	9.79	4.29
854	2 3 8 11	9.45	92.8%	10.02	4.02
855	4 9 12 12	9.45	89.5%	9.96	4.24
856	2 6 8 8	9.46	92.7%	9.81	4.04
857	4 4 5 7	9.47	85.3%	9.23	4.41
858	5 6 8 9	9.48	90%	9.78	4.35
859	1 5 5 11	9.49	88%	9.62	4.01
860	3 5 9 13	9.49	91.4%	9.86	3.99
861	6 7 9 12	9.49	86.7%	9.49	4.63
862	3 3 5 9	9.5	87%	9.52	3.98
863	4 7 8 13	9.5	90.7%	9.9	4.25
864	3 7 8 13	9.51	84.2%	9.47	4.77
865	3 3 6 9	9.55	94.2%	10.19	4.03
866	2 4 6 13	9.57	87.4%	9.81	4.89
867	1 5 6 13	9.62	90.2%	10.01	4.6
868	6 6 8 8	9.62	86.1%	9.58	4.37
869	2 3 4 10	9.63	92%	9.99	4.1
870	3 8 8 11	9.63	89.4%	9.83	4.56
871	4 9 9 10	9.64	90.2%	9.93	4.02
872	3 3 3 5	9.65	85.8%	9.36	3.93
873	3 3 7 9	9.66	90.6%	9.86	3.72
874	2 3 9 13	9.69	87.4%	9.97	5.25
875	2 2 2 5	9.7	78.9%	8.93	4.72
876	5 6 9 12	9.72	87.4%	9.79	4.24
877	3 6 9 11	9.74	86.9%	9.75	4.57
878	6 9 10 11	9.75	91.4%	10.05	4.03
879	2 6 12 12	9.76	89.3%	10.36	5.06
880	6 12 13 13	9.76	87.4%	9.86	3.83
881	1 2 5 10	9.77	91.8%	10.02	3.98
882	1 7 9 10	9.77	86.8%	9.72	3.85
883	2 4 5 11	9.78	87.4%	9.99	4.66
884	3 3 6 13	9.78	86.6%	10.07	5.16
885	4 4 6 13	9.78	82.9%	9.34	4.99
886	6 11 11 12	9.79	86.3%	9.69	3.87
887	3 3 6 10	9.8	86.5%	9.63	4.12
888	3 4 8 11	9.8	87.4%	9.8	4.79
889	4 6 7 10	9.84	86.6%	9.99	4.69
890	6 10 12 12	9.85	88.9%	10.14	4.58
891	4 9 11 12	9.86	89%	10.08	4.23
892	7 8 9 13	9.86	84%	9.63	4.24
893	5 7 9 13	9.87	91%	10.31	4.02
894	6 8 9 11	9.87	84.6%	9.72	4.61
895	3 3 7 12	9.88	84.5%	9.85	5.17
896	1 11 11 13	9.89	87.9%	9.85	4.14
897	2 4 12 12	9.89	85.4%	9.9	4.66
898	5 5 6 11	9.89	87.4%	9.89	4.51
899	6 8 9 9	9.89	86.3%	9.97	4.04
900	3 4 5 6	9.9	84.2%	9.87	4.97
901	5 5 5 9	9.92	87.7%	9.69	4.09
902	1 2 4 7	9.94	89.4%	10.22	4.79
903	3 4 4 13	9.95	89%	10	4.11
904	4 5 6 10	9.95	90.5%	10.43	4.34
905	4 6 6 9	9.95	88%	10.35	5.21
906	6 7 8 9	9.96	84.7%	9.62	4.34
907	2 5 8 11	9.97	86%	10.13	5.02
908	1 4 4 8	9.98	89.6%	10.21	5.32
909	4 5 7 9	9.99	86.9%	10.29	4.95
910	1 3 3 11	10	88.2%	9.95	4.68
911	1 3 5 9	10.01	90.5%	10.27	4.38
912	1 5 10 11	10.03	86.5%	9.83	3.57
913	1 8 10 11	10.04	87%	10	3.39
914	2 4 8 9	10.04	84.2%	9.87	4.56
915	2 3 6 9	10.05	93.2%	10.48	4.13
916	1 4 5 13	10.06	88%	10.19	4.42
917	2 2 7 12	10.06	83.1%	9.69	4.34
918	1 5 9 13	10.07	85.1%	10.02	4.69
919	6 7 8 11	10.08	84.3%	9.88	4.81
920	3 4 6 11	10.09	89%	10.34	4.56
921	5 6 7 13	10.1	86.7%	10.35	5.36
922	2 4 6 12	10.11	94.7%	10.97	4.69
923	1 2 8 13	10.13	91.4%	10.45	4.76
924	3 3 6 7	10.13	88.7%	10.52	4.48
925	6 6 7 12	10.13	84%	9.85	4.61
926	2 4 6 7	10.15	90.1%	10.26	4.16
927	7 9 9 13	10.15	88.2%	10.25	4.64
928	5 5 8 10	10.16	81.3%	9.63	3.95
929	5 6 8 12	10.16	88.3%	10.28	4.02
930	4 7 9 13	10.17	84.4%	10.26	5.67
931	6 9 9 11	10.2	82.5%	9.53	4.94
932	6 9 12 13	10.2	88.2%	10.37	4.23
933	5 8 11 12	10.21	87.1%	10.44	4.16
934	3 6 9 12	10.22	92.7%	10.66	4.13
935	5 6 8 10	10.23	87%	10.17	4.29
936	2 7 12 13	10.24	80.7%	9.56	4.75
937	2 5 10 10	10.3	78.3%	9.35	3.84
938	6 11 12 13	10.3	80.2%	9.51	4.91
939	3 4 9 13	10.32	79.7%	9.27	5.16
940	1 6 6 6	10.33	85.7%	9.98	4.95
941	2 2 8 8	10.33	91.5%	10.69	4.69
942	2 6 8 12	10.33	94%	11.04	4.49
943	6 10 12 13	10.34	82.8%	10	4.67
944	1 2 7 11	10.39	88.1%	10.48	4.61
945	1 3 9 9	10.39	85.4%	10.01	3.96
946	2 3 9 10	10.43	90%	10.63	4.13
947	1 4 4 11	10.44	86.7%	10.43	5.16
948	4 5 10 12	10.44	86.3%	10.22	4.26
949	8 8 10 12	10.44	78.8%	9.55	5.48
950	4 5 6 8	10.49	87.6%	10.41	4.24
951	6 7 10 12	10.49	85.4%	10.56	4.68
952	1 2 3 13	10.5	91.9%	10.89	4.76
953	7 8 8 12	10.5	83.9%	10.22	4.42
954	2 3 6 6	10.51	91.9%	10.92	4.31
955	1 3 6 11	10.52	88.2%	10.47	4.21
956	1 2 2 9	10.53	82.6%	9.87	4.5
957	2 6 8 13	10.55	87.2%	10.68	4.95
958	1 3 8 13	10.57	90.5%	10.96	4.99
959	4 4 7 10	10.6	75.4%	8.84	4.35
960	5 10 12 13	10.6	83.5%	10.17	4.4
961	2 2 5 12	10.62	85%	10.4	5.09
962	1 7 10 13	10.63	83.9%	10.3	4.59
963	2 3 6 13	10.63	90.2%	10.79	4.55
964	3 4 6 8	10.63	90.9%	11.18	5
965	3 9 10 13	10.64	83.2%	10.71	6.14
966	3 3 4 11	10.67	88.7%	10.8	5.4
967	1 7 9 11	10.68	85.2%	10.38	4.18
968	1 9 10 13	10.69	83.2%	10.16	4.33
969	2 5 7 7	10.7	82.9%	10.34	4.67
970	1 2 6 10	10.73	87%	10.67	4.85
971	1 5 12 12	10.73	81.5%	10.01	4.77
972	4 4 8 12	10.75	92%	11.38	4.85
973	7 7 8 11	10.8	80.6%	9.94	4.38
974	1 3 7 10	10.81	86.5%	10.75	5.08
975	5 6 6 8	10.81	81.6%	10.4	5.76
976	2 3 4 7	10.83	86.9%	10.72	4.82
977	3 3 9 12	10.88	87%	10.87	4.77
978	3 5 7 10	10.88	84.9%	10.59	5.05
979	3 4 6 6	10.89	90.6%	11.13	4.54
980	6 8 8 12	10.89	88.3%	11.18	4.88
981	2 3 10 12	10.92	86.4%	11.07	3.99
982	2 6 7 11	10.93	82.8%	10.44	5.02
983	1 2 7 12	10.94	77.8%	9.5	5.45
984	4 10 12 13	10.97	81.4%	10.13	5.35
985	5 8 8 8	10.97	80.3%	10.38	5.17
986	3 4 8 12	10.98	88.2%	11.01	5.32
987	5 9 12 12	10.98	83.1%	10.7	4.7
988	2 3 3 10	10.99	84.8%	11.16	4.82
989	2 3 4 9	11.01	88.4%	11.07	4.66
990	2 5 6 6	11.02	78.2%	9.77	5.42
991	5 5 8 13	11.03	80.8%	10.53	4.4
992	2 2 8 9	11.04	87.3%	11.31	4.89
993	2 4 5 6	11.06	91.1%	11.55	4.45
994	2 4 6 11	11.06	85.1%	10.88	5.35
995	4 4 9 12	11.11	78.3%	10.08	4.67
996	1 5 6 7	11.12	88.8%	11.41	4.56
997	3 4 6 9	11.14	82.8%	10.61	5.34
998	4 8 11 13	11.15	82.7%	10.36	5.07
999	5 8 10 11	11.15	87.1%	10.85	4.72
1000	7 8 10 10	11.18	79.3%	10.45	4.86
1001	3 3 5 12	11.21	86.8%	11.3	5.09
1002	4 9 10 13	11.21	82.6%	10.65	4.75
1003	2 3 4 5	11.22	84.6%	10.84	5.48
1004	3 6 7 13	11.22	82.6%	10.57	5.89
1005	2 4 4 6	11.23	90.1%	11.55	4.61
1006	2 4 9 12	11.23	87.3%	11.25	4.77
1007	4 8 9 13	11.23	82.9%	10.6	5.93
1008	4 4 5 11	11.26	84.9%	11.23	4.8
1009	3 7 8 11	11.28	83.1%	10.92	5.48
1010	6 7 9 9	11.28	80.8%	10.57	5.81
1011	2 4 6 8	11.29	93.2%	11.73	4.45
1012	3 3 6 12	11.32	87%	11.46	5.94
1013	1 3 4 8	11.33	89.6%	11.47	4.54
1014	8 9 9 12	11.34	82.6%	10.8	4.74
1015	3 3 5 13	11.36	85%	11.22	4.59
1016	4 5 6 13	11.37	78.1%	10.04	4.97
1017	1 4 7 7	11.38	85.5%	11.27	4.62
1018	4 6 7 12	11.47	81.4%	11.11	5.29
1019	4 6 8 13	11.48	81.1%	10.76	5.06
1020	3 7 9 12	11.49	85.9%	11.53	5.56
1021	1 6 7 9	11.51	84.4%	11.27	4.65
1022	1 4 8 9	11.53	89.1%	11.74	4.93
1023	2 3 5 7	11.53	88.9%	11.6	4.96
1024	1 3 7 7	11.54	85.4%	11.35	4.56
1025	2 7 9 11	11.54	83.3%	11.13	5.19
1026	3 5 7 9	11.54	86.2%	11.32	4.78
1027	6 8 9 12	11.55	86.6%	11.6	5.04
1028	4 8 8 10	11.58	85.7%	11.57	5.47
1029	2 5 11 12	11.6	77.3%	10.18	5.25
1030	2 6 10 13	11.6	84.8%	11.24	5.47
1031	3 7 9 11	11.6	88%	11.72	4.77
1032	1 3 7 12	11.61	85.5%	10.93	4.95
1033	2 9 11 13	11.62	82.4%	11.19	5.3
1034	2 3 7 13	11.64	86.3%	11.48	5.16
1035	1 5 7 9	11.68	84.5%	11.16	4.88
1036	3 5 6 10	11.7	85.7%	11.54	5.57
1037	3 3 3 11	11.74	78%	10.58	5.33
1038	3 5 10 13	11.76	82.7%	11.04	5.38
1039	4 6 6 12	11.76	86%	11.47	5.75
1040	7 8 9 10	11.79	79.9%	11	5.31
1041	5 8 10 12	11.83	84.3%	11.15	5.04
1042	2 5 8 10	11.85	82.8%	10.94	4.78
1043	5 5 8 12	11.85	79.8%	10.94	5.03
1044	4 5 5 10	11.86	81.2%	10.95	4.44
1045	1 3 3 6	11.88	87.2%	11.75	5.11
1046	2 5 7 13	11.93	83.7%	11.66	5.56
1047	3 4 8 9	11.96	88.2%	12.16	5.03
